Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product subtitle (product.metafields.descriptors.subtitle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),video (product.metafields.my_fields.video),Chamois type (product.metafields.next_cart.chamois-type),Colección Agu (product.metafields.next_cart.coleccion-agu),Color (product.metafields.next_cart.color),Color Anteojo (product.metafields.next_cart.color-anteojo),Cross-sell Products (product.metafields.next_cart.complementary_products),Genero (product.metafields.next_cart.genero),Height (product.metafields.next_cart.height),ISBN (product.metafields.next_cart.isbn),Length (product.metafields.next_cart.length),Short Description (product.metafields.next_cart.short_description),Talla (product.metafields.next_cart.talla),Talla accesorios (product.metafields.next_cart.talla-accesorios),Temperatura (product.metafields.next_cart.temperatura),Temporada (product.metafields.next_cart.temporada),Tipo Lente (product.metafields.next_cart.tipo-lente),Up-sell Products (product.metafields.next_cart.up_sell_products),Width (product.metafields.next_cart.width),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Compatible bike type (product.metafields.shopify.compatible-bike-type),Compatible eyewear type (product.metafields.shopify.compatible-eyewear-type),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Lens color (product.metafields.shopify.lens-color),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Optical frame design (product.metafields.shopify.optical-frame-design),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),UV protection (product.metafields.shopify.uv-protection),Vehicle placement (product.metafields.shopify.vehicle-placement),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
calza-gravel-mujer-agu-venture-army-green-rose-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310701-590_detail_02-scaled.jpg?v=1762464715,15,49310701-590_detail_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-mujer-agu-venture-army-green-rose-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310701-590_model_27-scaled.jpg?v=1762464715,16,49310701-590_model_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-mujer-agu-venture-army-green-rose-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310701-590_model_26-scaled.jpg?v=1762464715,17,49310701-590_model_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-mujer-agu-venture-army-green-rose-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310701-590_model_25-scaled.jpg?v=1762464715,18,49310701-590_model_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,Calza con Tirantes Gravel Hombre AGU | Badana Todoterreno,"<h3>Calza con Tirantes Gravel Hombre AGU | Badaña Todoterreno para la Aventura</h3><p>La Calza con Tirantes Gravel de AGU para hombre está diseñada para el ciclista que pedalea más allá del asfalto. La badaña todoterreno (all-terrain) tiene un perfil más robusto y versátil que los badanes de ruta estándar, con mayor acolchado periférico para absorber las vibraciones de los caminos de ripio, los tramos de tierra y los adoquines irregulares que caracterizan las rutas de aventura gravel en Chile.</p><h3>Badaña Todoterreno: Confort en Cualquier Superficie</h3><p>La badaña todoterreno de AGU combina espuma de alta densidad en los puntos de presión del isquión con una mayor cobertura lateral que protege en los movimientos propios del ciclismo fuera de asfalto, donde el cuerpo se mueve más que en ruta. El tricot antimicrobiano de alta transpirabilidad mantiene el área seca durante rodadas de múltiples horas en terrenos mixtos de la Carretera Austral, los caminos de la Patagonia o los circuitos de gravel del Valle Central.</p><h3>Tirantes Ergonómicos y Tejido Elástico de Alta Resistencia</h3><p>Los tirantes ergonómicos se adaptan a la morfología del torso masculino sin generar presión en los hombros ni interferir con el movimiento de los brazos en el manillar. El tejido del cuerpo es de alta resistencia a la abrasión, pensado para el uso intensivo en terrenos donde el roce con la bicicleta y los objetos del entorno es mayor que en el ciclismo de ruta convencional.</p><h3>Para el Ciclismo de Aventura Gravel en Chile</h3><p>Recomendada para temperaturas de 14–26 °C. Compatible con manillares planos y drops, y diseñada para usarse con bolsas de marco o alforjas de bikepacking. La calza gravel ideal para el ciclista chileno que explora los caminos sin pavimentar de la Patagonia, los Andes y los valles rurales del país.</p><h3>Guía de Tallas AGU Hombre</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;94 cm</td>
<td>&lt;84 cm</td>
</tr>
<tr>
<td>S</td>
<td>94–98 cm</td>
<td>84–88 cm</td>
</tr>
<tr>
<td>M</td>
<td>98–102 cm</td>
<td>88–92 cm</td>
</tr>
<tr>
<td>L</td>
<td>102–106 cm</td>
<td>92–96 cm</td>
</tr>
<tr>
<td>XL</td>
<td>106–111 cm</td>
<td>96–101 cm</td>
</tr>
<tr>
<td>XXL</td>
<td>111–117 cm</td>
<td>101–107 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories,Calzas de Ciclismo Hombre,"agu, bikepacking, calzas-ciclismo-hombre, calzas-gravel, ciclismo-chile, ciclismo-gravel, ropa-ciclismo-hombre",true,Color,Negro,,Talla,S,,,,,49310101-000-03,200.0,shopify,2,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_main_01-1.jpg?v=1762464705,1,Calza ciclismo gravel hombre AGU Venture verde oliva vista frontal con tirantes,false,Calza Gravel Hombre AGU con Tirantes | Badana Todoterreno,Calza con tirantes gravel hombre AGU. Badana todoterreno y lycra repelente para ciclismo gravel y aventura. Negro y Army Green. Tallas S a XL. Chile.,3982,,,,,,,,,,,El nuevo culotte con tirantes Gravel ha sido diseñado especí,,,Gravel Greige,Venture,,,anteojos-fotocromaticos-rudy-project-cutline; casco-ciclismo-nytron-white-matte; casco-nytron-black-matte-rudy-project; tricota-gravel-hombre-agu-venture; tricota-gravel-agu-venture-leather,Hombre,20,,25,"Calza gravel hombre diseñada para terrenos irregulares y largas distancias. Incorpora badana específica gravel, Lycra Intense 190g repelente al agua y ajuste firme con máxima libertad de movimiento.
-Badana específica gravel (amortiguación intermedia ruta/MTB)
-Lycra Intense 190g repelente al agua y suciedad
-35% elastano para ajuste firme y libertad total
-Paneles de malla laterales y traseros para ventilación
-Tirantes rediseñados con soporte ergonómico
-Banda de silicona antideslizante en piernas
-Ideal para ripio, bikepacking y rutas mixtas",,,"5-12
10-18
20-28
25
15-23","Primavera
Verano
Otoño",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_main_01-scaled.jpg?v=1762464709,kg,,,true,,,active
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Negro,,,M,,,,,49310101-000-04,200.0,shopify,6,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_detail_01-scaled.jpg?v=1762464709,2,Calza AGU Gravel hombre detalle de la badana todoterreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_main_01-scaled.jpg?v=1762464709,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Army Green,,,M,,,,,49310101-560-04,200.0,shopify,3,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_detail_02-scaled.jpg?v=1762464710,3,Calza AGU Gravel hombre detalle de Lycra Intense 190 g repelente al agua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_main_01-1.jpg?v=1762464705,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Negro,,,L,,,,,49310101-000-05,200.0,shopify,22,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_detail_04-scaled.jpg?v=1762464709,4,Calza AGU Gravel hombre detalle de banda de silicona en pierna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_main_01-scaled.jpg?v=1762464709,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Army Green,,,L,,,,,49310101-560-05,200.0,shopify,2,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_detail_05-scaled.jpg?v=1762464709,5,Calza AGU Gravel hombre detalle de tirantes elásticos con malla en omóplatos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_main_01-1.jpg?v=1762464705,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Negro,,,XL,,,,,49310101-000-06,200.0,shopify,9,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_model_24-scaled.jpg?v=1762464709,6,Calza AGU Gravel hombre uso real sobre bicicleta gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_main_01-scaled.jpg?v=1762464709,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Army Green,,,XL,,,,,49310101-560-06,200.0,shopify,2,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_main_01-scaled.jpg?v=1762464709,7,Calza AGU Gravel hombre color negro vista frontal con tirantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_main_01-1.jpg?v=1762464705,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Negro,,,XXL,,,,,49310101-000-07,200.0,shopify,3,deny,manual,135990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_detail_04-scaled.jpg?v=1762464709,8,Calza AGU Gravel hombre color negro detalle de panel lateral de malla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_main_01-scaled.jpg?v=1762464709,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,Negro,,,XXXL,,,,,49310101-000-08,200.0,shopify,1,deny,manual,129990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_detail_01-scaled.jpg?v=1762464709,9,49310101-000_detail_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_main_01-scaled.jpg?v=1762464709,kg,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-000_detail_02-scaled.jpg?v=1762464709,10,49310101-000_detail_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_model_25-scaled.jpg?v=1762464709,11,49310101-560_model_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_model_23-scaled.jpg?v=1762464709,12,49310101-560_model_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_model_22-scaled.jpg?v=1762464709,13,49310101-560_model_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_model_21-scaled.jpg?v=1762464709,14,49310101-560_model_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_model_20-scaled.jpg?v=1762464709,15,49310101-560_model_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-gravel-hombre-agu-badana-todoterreno-y-lycra-repelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/49310101-560_detail_06-scaled.jpg?v=1762464709,16,49310101-560_detail_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,Tricota Manga Larga Ciclismo Hombre AGU Trend Solid Performance Armagnac,"<h3>Tricota Manga Larga Ciclismo Hombre AGU Trend Solid Performance Armagnac | Otoño de Alto Rendimiento</h3><p>La Tricota de Manga Larga AGU Trend Solid Performance en Armagnac es la versión de máximo rendimiento del jersey de manga larga de la línea Trend, diseñada específicamente para el ciclismo de alto nivel en condiciones de frío moderado. El color Armagnac —tonalidad profunda entre el borgoña y el marrón dorado— aporta una identidad visual elegante a una prenda técnicamente sobresaliente para el otoño e invierno chileno.</p><h3>Tejido Performance de Alto Nivel</h3><p>La versión Performance de la línea Trend utiliza fibras de mayor calidad y densidad que la versión estándar, ofreciendo una combinación superior de aislación térmica, transpirabilidad y elasticidad. El tejido mantiene la calidez necesaria para el ciclismo en temperaturas bajas sin generar el exceso de calor que se produce con los jerseys de invierno convencionales cuando el esfuerzo se intensifica en los ascensos cordilleranos.</p><h3>Manga Larga con Mangas Ajustadas y Puño Sellado</h3><p>Las mangas están confeccionadas con el mismo tejido Performance que el cuerpo, con un corte ajustado que sigue el perfil del brazo sin arrugas ni excesos de tela. El puño sellado evita la entrada de viento frío en la muñeca y se integra perfectamente con los guantes de ciclismo. La caída trasera alargada garantiza cobertura lumbar completa en posición de pedaleo en toda la ruta.</p><h3>Armagnac: Para el Otoño Chileno con Estilo</h3><p>Recomendada para temperaturas de 8–16 °C, perfecta para las salidas de otoño y los días frescos de primavera en Santiago, Valparaíso y el sur de Chile. El Armagnac destaca con una calidez cromática que contrasta con los grises del paisaje invernal, convirtiendo cada rodada en una expresión de estilo y rendimiento.</p><h3>Guía de Tallas AGU Hombre</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;94 cm</td>
<td>&lt;84 cm</td>
</tr>
<tr>
<td>S</td>
<td>94–98 cm</td>
<td>84–88 cm</td>
</tr>
<tr>
<td>M</td>
<td>98–102 cm</td>
<td>88–92 cm</td>
</tr>
<tr>
<td>L</td>
<td>102–106 cm</td>
<td>92–96 cm</td>
</tr>
<tr>
<td>XL</td>
<td>106–111 cm</td>
<td>96–101 cm</td>
</tr>
<tr>
<td>XXL</td>
<td>111–117 cm</td>
<td>101–107 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Ropa,"agu, ciclismo-chile, hombre-ropa-ciclismo, manga-larga, otono-invierno, trend, tricotas-ciclismo-hombre",true,Talla,M,,,,,,,,44220600-543-04,200.0,shopify,1,deny,manual,129990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_main_01-1.jpg?v=1762464699,1,Tricota manga larga hombre AGU Trend Solid Performance Armagnac vista frontal,false,Tricota Manga Larga Hombre AGU Solid Performance Armagnac | Otoño,Tricota manga larga AGU Solid Performance Armagnac para ciclismo en otoño. Rendimiento técnico con diseño moderno. Talla M disponible. Envío a Chile.,5322,,,,,,,,,,,"Tricota  de Ciclismo, colorida y cómoda con tejidos de calidad para",,,,Trend,,,,Hombre,20,,30,"Tricota  de Ciclismo, colorida y cómoda con tejidos de calidad para tus rutas en bicicleta. Ajuste ceñido y elástico en 4 direcciones para total libertad de movimiento.
Tejido 4WAY STRETCH NILO COMFORT: para máxima comodidad y movilidad.
 Mangas de lycra acabadas con láser: para un aspecto limpio y aerodinámico.
Bolsillos traseros con cierre: para llevar tus objetos seguros durante el recorrido.",,,,"OTOÑO
INVIERNO",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_model_22-scaled.jpg?v=1762464699,kg,,,true,,,active
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_detail_01-scaled.jpg?v=1762464699,2,Tricota AGU Trend Solid Performance Armagnac detalle cuello y cremallera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_detail_02-scaled.jpg?v=1762464699,3,Tricota AGU Trend Solid Performance Armagnac detalle tejido técnico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_detail_03-scaled.jpg?v=1762464699,4,Tricota AGU Trend Solid Performance Armagnac detalle bolsillos traseros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_detail_04-scaled.jpg?v=1762464699,5,Tricota AGU Trend Solid Performance Armagnac detalle manga larga ciclismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_detail_05-scaled.jpg?v=1762464700,6,44220600-543_detail_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_detail_06-scaled.jpg?v=1762464699,7,44220600-543_detail_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_model_20-scaled.jpg?v=1762464700,8,44220600-543_model_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_model_22-scaled.jpg?v=1762464699,9,44220600-543_model_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_model_24-scaled.jpg?v=1762464699,10,44220600-543_model_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-manga-larga-ciclismo-hombre-agu-trend-solid-performance-armagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44220600-543_model_25-scaled.jpg?v=1762464699,11,44220600-543_model_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
